351;244
352;187
353;214
354;231
355;211
356;213
357;190
358;188
359;205
360;217
361;151
362;176
363;200
364;228
365;223
366;229
367;138
368;200
369;221
370;225
371;228
372;211
373;189
374;198
375;241
376;113
377;228
378;191
379;181
380;240
381;222
382;200
383;179
384;178
385;235
386;208
387;213
388;235
389;205
390;228
391;231
392;168
393;193
394;181
395;144
396;236
397;203
398;202
399;174
400;191
401;230
402;202
403;189
404;167
405;188
406;242
407;241
408;171
409;170
410;143
411;217
412;178
413;211
414;181
415;165
416;172
417;170
418;190
419;218
420;206
421;211
422;209
423;218
424;240
425;233
426;215
427;230
428;233
429;207
430;177
431;235
432;202
433;232
434;233
435;221
436;244
437;147
438;235
439;122
440;217
441;188
442;170
443;240
444;204
445;214
446;156
447;197
448;231
449;194
450;128
451;209
452;157
453;158
454;170
455;226
456;203
457;192
458;239
459;212
460;246
461;152
462;224
463;203
464;244
465;160
466;188
467;181
468;233
469;235
470;235
471;221
472;224
473;204
474;205
475;156
476;180
477;215
478;232
479;242
480;210
481;193
482;253
483;205
484;233
485;188
486;185
487;209
488;216
489;209
490;269
491;223
492;220
493;250
494;124
495;152
496;183
497;210
498;214
499;224
500;220
501;194
502;203
503;187
504;231
505;190
506;177
507;183
508;224
509;233
510;171
511;211
512;213
513;213
514;238
515;172
516;209
517;193
518;211
519;173
520;190
521;217
522;209
523;245
524;220
525;155
526;205
527;193
528;208
529;190
530;227
531;198
532;222
533;138
534;175
535;137
536;187
537;179
538;204
539;246
540;205
541;146
542;182
543;185
544;197
545;202
546;178
547;176
548;200
549;183
550;241
551;187
552;248
553;242
554;227
555;188
556;222
557;149
558;210
559;233
560;185
561;125
562;228
563;221
564;184
565;209
566;230
567;254
568;192
569;230
570;200
571;189
572;154
573;217
574;203
575;212
576;166
577;200
578;197
579;210
580;207
581;167
582;144
583;212
584;152
585;190
586;218
587;148
588;228
589;191
590;199
591;225
592;216
593;195
594;223
595;212
596;182
597;242
598;186
599;159
600;243
601;202
602;205
603;145
604;158
605;130
606;183
607;248
608;223
609;250
610;204
611;199
612;194
613;183
614;197
615;178
616;132
617;173
618;223
619;236
620;213
621;206
622;181
623;200
624;155
625;185
626;226
627;165
628;208
629;187
630;233
631;192
632;186
633;198
634;160
635;151
636;178
637;222
638;199
639;234
640;170
641;224
642;150
643;262
644;82
645;175
646;197
647;233
648;198
649;187
650;190
651;225
652;227
653;225
654;182
655;211
656;240
657;219
658;177
659;217
660;174
661;163
662;211
663;173
664;204
665;249
666;259
667;207
668;198
669;152
670;170
671;182
672;207
673;208
674;181
675;200
676;231
677;239
678;213
679;193
680;166
681;200
682;168
683;191
684;168
685;190
686;198
687;212
688;214
689;192
690;227
691;184
692;181
693;211
694;161
695;220
696;213
697;249
698;227
699;186
700;203
701;217
702;227
703;232
704;210
705;225
706;180
707;232
708;200
709;207
710;234
711;208
712;174
713;220
714;189
715;195
716;180
717;193
718;174
719;224
720;254
721;220
722;201
723;217
724;115
725;193
